id, ime pesmi, billboard, id-izvajalec, popularnost, vrsta projekta
3e9HZxeyfWwjeyPAMmWSSQ, thank u. next, ('Thank U, Next', 'Ariana Grande'), {'66CXWjxzNUsdJxJ2JdwvnR': 'Ariana Grande'}, 86, samostojen projekt
6OaVWaGfhXn70ZJfdVcabn, NO BYSTANDERS, ('No Bystanders', 'Travis Scott'), {'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}, 70, samostojen projekt
7KZ5MMVgBVox9ycroB2UrI, CAROUSEL, ('Carousel', 'Travis Scott'), {'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}, 67, samostojen projekt
6rDaCGqcQB1urhpCrrD599, Album of the Year - Freestyle, ('Album Of The Year (Freestyle)', 'J. Cole'), {'6l3HvQ5sa6mXTsMTB19rO5': 'J. Cole'}, 62, samostojen projekt
11kDth1aKUEUMq9r1pqyds, 5% TINT, ('5% Tint', 'Travis Scott'), {'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}, 68, samostojen projekt
6BJbOXDlgVAXSaq6wYFYT2, NC-17, ('NC-17', 'Travis Scott'), {'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}, 66, samostojen projekt
4KYS9GK68yeuUJ8vJfPxrq, WHO? WHAT!, ('Who? What!', 'Travis Scott'), {'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}, 66, samostojen projekt
6NMtzpDQBTOfJwMzgMX0zl, SKELETONS, ('Skeletons', 'Travis Scott'), {'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}, 67, samostojen projekt
4MXhiYIRDMGAuvZc5IFTwC, ASTROTHUNDER, ('Astrothunder', 'Travis Scott'), {'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}, 69, samostojen projekt
2cYqizR4lgvp4Qu6IQ3qGN, BUTTERFLY EFFECT, ('Butterfly Effect', 'Travis Scott'), {'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}, 78, samostojen projekt
58TaFP5j5i9swOf584yon2, HOUSTONFORNICATION, ('Houstonfornication', 'Travis Scott'), {'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}, 69, samostojen projekt
6vnfObZ4Ys70SBAtti1xZ9, COFFEE BEAN, ('Coffee Bean', 'Travis Scott'), {'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}, 66, samostojen projekt
6Qn5zhYkTa37e91HC1D7lb, Whatever It Takes, ('Whatever It Takes', 'Imagine Dragons'), {'53XhwfbYqKCa1cC15pYq2q': 'Imagine Dragons'}, 80, samostojen projekt
09mEdoA6zrmBPgTEN5qXmN, Call Out My Name, ('Call Out My Name', 'The Weeknd'), {'1Xyo4u8uXC1ZmMpatF05PJ': 'The Weeknd'}, 80, samostojen projekt
3U21A07gAloCc4P7J8rxcn, All Mine, ('All Mine', 'Kanye West'), {'5K4W6rqBFWDnAN6FQUkS6x': 'Kanye West'}, 72, samostojen projekt
39N9RPD9MRb5WmoLzNzPeA, X, ('X', 'Nicky Jam x J Balvin'), {'1SupJlEpv7RS2tPNRaHViT': 'Nicky Jam', '1vyhD5VmyZ7KMfW5gqLgo5': 'J Balvin'}, 78, sodelovanje na projektu
3EApebexZ7YqDIqw2EMTDh, I Might Need Security, ('I Might Need Security', 'Chance The Rapper'), {'1anyVhU62p31KFi8MEzkbf': 'Chance the Rapper'}, 64, samostojen projekt
3XF5xLJHOQQRbWya6hBp7d, you should see me in a crown, ('You Should See Me In A Crown', 'Billie Eilish'), {'6qqNVTkY8uBg9cP3Jd7DAH': 'Billie Eilish'}, 83, samostojen projekt
5Psnhdkyanjpgc2P8A5TSM, Emotionless, ('Emotionless', 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 66, samostojen projekt
1dUHF4RyMmMTveJ0Rby6Xm, Can’t Take A Joke, ("Can't Take A Joke", 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 68, samostojen projekt
3szf2z1Cy1QMrtHrbn8rz9, Elevate, ('Elevate', 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 66, samostojen projekt
4n1bdaKwynQndm47x5HqWX, Blue Tint, ('Blue Tint', 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 66, samostojen projekt
